id,availability,condition,description,image_link,link,title,price,brand,mpn
sellsa-30429,"in stock",new,"NOW GET ALL YOUR VITAMINS, MINERALS AND ANTIOXIDANTS IN A SINGLE
PRODUCT
&nbsp;
&nbsp;
MINERALS
The minerals in Health Matrix Foundation Multinutrient are in amino acid chelate form,
which makes them much easier for our bodies to absorb. The product contains magnesium,
selenium, calcium, iron, boron, chromium, iodine, vanadium, manganese, molybdenum,
potassium and zinc.
SUPERFOODS
The superfood extracts in Foundation Multinutrient set this product apart. A daily dose
provides the user with the equivalent of:
• Handful of broccoli and the lycopene in a large tomato
• The antioxidants found in a cup of green tea and several glasses of red wine
• The multi-purpose brain, nerve, mood and memory nutrient inositol found in several fruits
Because nutritional needs differ between men and women, Health Matrix Foundation
Multinutrient comes in tailor-made formulations for men and women.

	&nbsp;
&nbsp;

	WHY HEALTH MATRIX?
	The Health Matrix Natural Supplement Range is a professional range of essential human
	nutrition products registered for strict compliance with the South African Medicines Control
	Council. The range was developed by South African medical professionals and anti-ageing
	experts, and formulated from only the purest ingredients sourced from across the globe.
	The Health Matrix products blend contemporary scientific knowledge with extraordinary
	components and alone, or in combination, represent a compelling opportunity to improve
	nutrient intake.
	",https://beta.sellsa.co.za/image/product_image/30429/MEDIUM,https://beta.sellsa.co.za/health-matrix-foundation-multinutrient-men/products/view/30429,"Health Matrix Foundation Multinutrient Woman","325.0000 ZAR",,30429
sellsa-30430,"in stock",new,"NOW GET ALL YOUR VITAMINS, MINERALS AND ANTIOXIDANTS IN A SINGLE
PRODUCT
Foundation Multinutrient is an all-in-one nutritional supplement containing 24 key vitamins
and minerals combined with the trusted potency of superfoods.
&nbsp;
VITAMINS
All vitamins required by an adult on a daily basis have been included in the Health Matrix
Foundation Multinutrient, notably:
&nbsp;

	The whole range of B vitamins, which are important for energy production and the health
	of your brain, heart and immune system.
	Safe, high dose pro-vitamin A to ensure healthy vision and cell growth.
	Healthy levels of folic acid and biotin, important for hair and nail growth and energy
	production.
	A healthy dose of vitamin D, which has been scientifically proven to reduce the risk of
	developing serious illness and dread disease.

	&nbsp;
	WHY HEALTH MATRIX?
	The Health Matrix Natural Supplement Range is a professional range of essential human
	nutrition products registered for strict compliance with the South African Medicines Control
	Council. The range was developed by South African medical professionals and anti-ageing
	experts, and formulated from only the purest ingredients sourced from across the globe.
	The Health Matrix products blend contemporary scientific knowledge with extraordinary
	components and alone, or in combination, represent a compelling opportunity to improve
	nutrient intake.
	",https://beta.sellsa.co.za/image/product_image/30430/MEDIUM,https://beta.sellsa.co.za/health-matrix-foundation-multinutrient-men-1/products/view/30430,"Health Matrix Foundation Multinutrient Men","325.0000 ZAR",,30430
sellsa-30431,"in stock",new,"WHAT DO WEST AFRICA &amp; CHINA HAVE TO DO WITH WEIGHT LOSS?
The answer lies in Health Matrix Body Sculpt!
&nbsp;
This dynamic product utilizes the West African fruit Irvingia Gabonensis in combination
with green tea extract for a weight management product like no other. Irvingia, known as
the bush mango, and green tea extract are both plants that have scientific studies which
document successful weight loss in humans.
&nbsp;
These two remarkable extracts are combined with the blood glucose-stabilising effects of
alpha lipoic acid and chromium picolinate.
For safe and natural weight management, look no further than Health Matrix Body Sculpt.
&nbsp;
For optimal weight loss, Health Matrix Body Sculpt should be used in combination with
Health Matrix CLA.",https://beta.sellsa.co.za/image/product_image/30431/MEDIUM,https://beta.sellsa.co.za/health-matrix-body-sculpt-weight-loss/products/view/30431,"Health Matrix Body sculpt (weight loss)","396.0000 ZAR",,30431
sellsa-30432,"in stock",new,"HAIR AND NAILS
&nbsp;
Beautiful hair and strong, desirable nails are often elusive. Health Matrix Keratin Support
makes this vision a reality with a potent formulation containing six key vitamins and minerals,
three keratin supporting amino acids, and four powerful plant and vegetable-based extracts,
all to optimize the growth of healthy hair and nails.
&nbsp;

	L-Arginine
	L-Lysine
	L-Cysteine
	Green tea extract (decaffenated)
	Grapeseed extract
	Saw Palmetto
	Mixed carotenoids
	Alpha tocopherol (vitamin E)
	Gamma tocopherol (vitamin E)
	Biotin (vitamin H)
	Selenium
	Silicon
	Zinc AAC* elemental value
	*AAC: Amino acid chelate

	WHY HEALTH MATRIX?
	The Health Matrix Natural Supplement Range is a professional range of essential human
	nutrition products registered for strict compliance with the South African Medicines Control
	Council. The range was developed by South African medical professionals and anti-ageing
	experts, and formulated from only the purest ingredients sourced from across the globe.
	The Health Matrix products blend contemporary scientific knowledge with extraordinary
	components and alone, or in combination, represent a compelling opportunity to improve
	nutrient intake.
	WHY USE SUPPLEMENTS?
	Scientific research spanning several decades has uncovered numerous reasons why people
	need to adopt a high quality, well-formulated supplement regime.
	",https://beta.sellsa.co.za/image/product_image/30432/MEDIUM,https://beta.sellsa.co.za/health-matrix-hair-and-nail-support/products/view/30432,"Health Matrix Hair and Nail Support","180.0000 ZAR",,30432
sellsa-74671,"in stock",new,"The ultimate 3-piece set that takes care of your hair &amp; beard without the use of harsh chemicals or parabens. Cleanse, wash, groom, style, treat, nourish and protect with this specialist range recommended by Barbers. Selected natural ingredients blended with subtle fresh scents, ensure your hair, beard and emotional well-being. Exceptional male grooming for daily use. For Men Only. Not tested on animals.",https://beta.sellsa.co.za/image/product_image/74671/MEDIUM,https://beta.sellsa.co.za/un-ltd-man-ultimate-hair-beard-grooming-value-pack/products/view/74671,"Un_Ltd Man Ultimate Hair & Beard Grooming Value Pack","485.0000 ZAR",,74671
sellsa-81077,"in stock",new,"SULFATE and GLUTEN FREE
Intensive Hair Care conditioner developed for dry, porous and damaged hair. Target Nucleo Hydrolyzed Proteïen Technology penetrates damaged hair to repair and nourish. Homocysteine Therapeutic Aroma Therapy reconstructs the hair. Super Micro Magnesium Grains strengthens the hair’s tenacity and elasticity. Ceramide Silk Peptide moisturizes and seals in tinted hair color. Vegatal Proteins provides intense nourishment for the hair. Silk POT Factor creates bounce and shine for the hair. After 3 weeks of use, the hair will be 90% restored.",https://beta.sellsa.co.za/image/product_image/81077/MEDIUM,https://beta.sellsa.co.za/argan-oil-sulfate-free-conditioner-350-ml/products/view/81077,"Argan Oil Sulfate Free Conditioner 350 ml","230.0000 ZAR",,81077
sellsa-81088,"in stock",new,"SULFATE and GLUTEN FREE!
Argan Oil Shampoo is blended with rich Vitamin E and Essential Oils. Your hair will be easy to manage and have lots of body and shine. The essential oils eliminate frizzy hair and split ends. Sebamed agent is an antiseptic and treats oily scalp with scales and bacteria. Contains rich argan oil, keratin, fatty acids, vitamin E, proteins and other nutrients. These key ingredients effectively recover the damaged chaff scale and clean the clogging deposits, improving the quality of your hair.",https://beta.sellsa.co.za/image/product_image/81088/MEDIUM,https://beta.sellsa.co.za/argan-oil-sulfate-free-shampoo-350ml/products/view/81088,"Argan Oil Sulfate Free Shampoo 350ml","230.0000 ZAR",,81088
sellsa-86776,"in stock",new,"&nbsp;SULFATE and GLUTEN FREE

	
350ml Shampoo

	

Argan Oil Shampoo is blended with rich Vitamin E and Essential Oils. Your hair will be easy to manage and have lots of 
body and shine. The essential oils eliminate frizzy hair and split ends. Sebamed agent is an antiseptic and treats oily scalp with scales and bacteria. Contains rich argan oil, keratin, fatty acids, vitamin E, proteins and other nutrients. These key ingredients effectively recover the damaged chaff scale and clean the clogging deposits, improving the quality of your hair.
&nbsp;
350ml Conditioner
&nbsp;

	SULFATE and GLUTEN FREE
	Intensive Hair Care conditioner developed for dry, porous and damaged hair. Target Nucleo Hydrolyzed Proteïen Technology penetrates damaged hair to repair and nourish. Homocysteine Therapeutic Aroma Therapy reconstructs the hair. Super Micro Magnesium Grains strengthens the hair’s tenacity and elasticity. Ceramide Silk Peptide moisturizes and seals in tinted hair color. Vegatal Proteins provides intense nourishment for the hair. Silk POT Factor creates bounce and shine for the hair. After 3 weeks of use, the hair will be 90% restored.
	",https://beta.sellsa.co.za/image/product_image/86776/MEDIUM,https://beta.sellsa.co.za/moroccan-argan-oil-combo-350ml/products/view/86776,"Moroccan Argan oil Combo 350ml","430.0000 ZAR",,86776
sellsa-86788,"in stock",new,"The Cloud Nine&nbsp;ORIGINAL IRON&nbsp;is the&nbsp;ULTIMATE&nbsp;hair straightener
The multi award-winning Original Iron delivers exceptional results, thanks to our renowned temperature controlled, mineral-coated ceramic plates.
The innovative temperature control feature of this multi&nbsp;
	award winning&nbsp;iron allows you to choose from five different temperatures, ensuring optimum performance for all hair types.
The floating, mineral-coated ceramic plates are proven to be kinder to hair, leaving it feeling conditioned and cared for.
The Cloud Nine Original Iron comes with a one-year manufacturer’s warranty. Simply register your product to activate.
&nbsp;
TEMPERATURE CONTROL
With a total of five temperature control options, you will be able to set the iron from 100 degrees to 200 degrees, so you can choose the heat that’s best suited to your hair type.

HEAT UP TIME
The Original Iron takes 20 seconds to reach maximum temperature.
PLATES
The ultra-smooth, mineral-infused ceramic surfaces of our Irons allow you to achieve incredible styling results at much lower, hair friendly temperatures. Floating plates on our style &amp; straight irons also cushion the impact throughout each section of your hair, minimising dragging or pinches.
THE PLUG
&nbsp;
The Original Iron also features a European plug which is concealed inside the UK plug. This means that you can take your styling tools with you wherever you and are never left without the perfect style accessory.
INTERNATIONAL VOLTAGE
The Original Iron features international voltage meaning that the Iron will automatically adjust itself to the varying power source ranging from 100v-240v, 50Hz ac.
PROTECTIVE HEAT GUARD
The protective heat guard is more than just a style accessory. In addition to protecting your styling tools in a tidy package, the guard also protects your surfaces and carpets from unnecessary damage. By ensuring you keep your product in its protective guard, you prepare for a long and rewarding styling partnership!
STRAIGHTENERS THAT THINK!
Cloud Nine tools are equipped with a MiCOM (MicroComputer) controlled heating system. Our irons actually ‘think’ for themselves, adjusting&nbsp;
	the temperature&nbsp;according to the thermal sensor’s calculations. MiCom control is combined with Ceramic Heat Element technology found in all Cloud Nine styling tools to ensure a completely even temperature across the entire super-smooth, mineral-infused, ceramic surface.

&nbsp;",https://beta.sellsa.co.za/image/product_image/86788/MEDIUM,https://beta.sellsa.co.za/cloud-nine-the-original-iron-free-delivery/products/view/86788,"CLOUD NINE - THE ORIGINAL IRON ( FREE DELIVERY )","2900.0000 ZAR",,86788
sellsa-86789,"in stock",new,"The&nbsp;WIDE IRON&nbsp;- Ideal for&nbsp;LONG, THICK&nbsp;hair
The Cloud Nine Wide Iron has been developed to control and style the thickest and most unruly hair types with its extra wide and super smooth ceramic plates.
The innovative temperature control feature of this multi&nbsp;
	award winning&nbsp;iron allows you to choose from five different temperatures, ensuring optimum performance for all hair types. The floating, mineral-coated ceramic plates are proven to be kinder to the hair, leaving it feeling conditioned and cared for.
The Cloud Nine Wide Iron comes with a one-year manufacturer’s warranty. Simply register your product to activate.
&nbsp;
TEMPERATURE CONTROL
With a total of five temperature control options, you will be able to set the iron from 100 degrees to 200 degrees, so you can choose the heat that’s best suited to your hair type.
HEAT UP TIME
The Wide Iron takes&nbsp;20 seconds&nbsp;to reach maximum temperature.
PLATES
The ultra-smooth, mineral-infused ceramic surfaces of our Irons allow you to achieve incredible styling results at much lower, hair friendly temperatures. Floating plates on our style &amp; straight irons also cushion the impact throughout each section of your hair, minimising dragging or pinches.
THE PLUG
&nbsp;

The Wide Iron also features&nbsp;
	a European&nbsp;plug which is concealed inside the UK plug. This means that you can take your styling tools with you wherever you&nbsp;
	go&nbsp;and are never left without the perfect style accessory.
INTERNATIONAL VOLTAGE
The Wide Iron features international voltage meaning that the Iron will automatically adjust itself to the varying power source ranging from 100v-240v, 50Hz ac.
PROTECTIVE HEAT GUARD
The protective heat guard is more than just a style accessory. In addition to protecting your styling tools in a tidy package, the guard also protects your surfaces and carpets from unnecessary damage. By ensuring you keep your product in its protective guard, you prepare for a long and rewarding styling partnership!
&nbsp;
STRAIGHTENERS THAT THINK!
Cloud Nine tools are equipped with a MiCOM (MicroComputer) controlled heating system. Our irons actually ‘think’ for themselves, adjusting&nbsp;
	the temperature&nbsp;according to the thermal sensor’s calculations. MiCom control is combined with Ceramic Heat Element technology found in all Cloud Nine styling tools to ensure a completely even temperature across the entire super-smooth, mineral-infused, ceramic surface.

&nbsp;",https://beta.sellsa.co.za/image/product_image/86789/MEDIUM,https://beta.sellsa.co.za/cloud-nine-the-wide-iron-free-delivery/products/view/86789,"Cloud Nine - THE WIDE IRON ( FREE DELIVERY )","2900.0000 ZAR",,86789
